experiment,model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,train_log_loss,validation_log_loss,test_log_loss
A_Baseline,Logistic Regression,0.5700000000000001,0.721035549852819,0.19922910142134426,0.6897414512093412,0.3091588785046729,0.7817632259247851,0.24673139643431172,0.5656281117402997,0.5694318714825297,0.5658371029209707
