experiment,model,original_candidate_count,selected_variable_count,selected_variables,dropped_variables,threshold,validation_f1,accuracy,precision,recall,f1,roc_auc,pr_auc,train_log_loss,validation_log_loss,test_log_loss,true_negatives,false_positives,false_negatives,true_positives,train_shape,validation_shape,test_shape
F_Scoped_Automatic_Selection,Logistic Regression,16,16,"DHHGAGE, DHH_SEX, DHHDGHSZ, EDDVH3, GEOGPRV, INCDGHH, FSCDVHF2, ALCDVTTM, ECV_05, SDCDGIMM, LSM_01, WTP_50, SMKDVSTY, CCC_80, CCC_90, BMI_CLASS",,0.7099999999999997,0.3913713405238829,0.8461770699675447,0.2978313253012048,0.5154295246038365,0.3775198533903482,0.8269644136365366,0.3167586993062922,0.5148291226658065,0.5162548705056603,0.5133757614285506,10593,1457,581,618,"(42394, 55)","(10599, 55)","(13249, 55)"
