experiment,model,raw_feature_count,processed_feature_count,threshold,validation_f1,accuracy,precision,recall,f1,roc_auc,pr_auc,train_log_loss,validation_log_loss,test_log_loss,true_negatives,false_positives,false_negatives,true_positives,train_shape,validation_shape,test_shape
D1_Core_Hypertension,Logistic Regression,8,32,0.6999999999999997,0.3474285714285714,0.8319118424032003,0.2580037664783427,0.457047539616347,0.3298224495937406,0.7936988638526574,0.26331392521710895,0.5459940873898094,0.5487683055378855,0.545558669551879,10474,1576,651,548,"(42394, 32)","(10599, 32)","(13249, 32)"
