experiment,model,raw_feature_count,processed_feature_count,threshold,validation_f1,accuracy,precision,recall,f1,roc_auc,pr_auc,train_log_loss,validation_log_loss,test_log_loss,true_negatives,false_positives,false_negatives,true_positives,train_shape,validation_shape,test_shape
C_Literature_Core,Logistic Regression,7,30,0.6599999999999997,0.30282345640707414,0.7879839987923617,0.21793973370707778,0.5187656380316931,0.30693313594868,0.7744587294391246,0.2322312074750511,0.572226590223097,0.5780521658328331,0.5716689267933273,9818,2232,577,622,"(42394, 30)","(10599, 30)","(13249, 30)"
