experiment,model,raw_feature_count,processed_feature_count,threshold,validation_f1,accuracy,precision,recall,f1,roc_auc,pr_auc,train_log_loss,validation_log_loss,test_log_loss,true_negatives,false_positives,false_negatives,true_positives,train_shape,validation_shape,test_shape
D2_Core_Hypertension_Cholesterol,Logistic Regression,9,34,0.6799999999999997,0.3678321678321678,0.8252698316854102,0.26903973509933776,0.5421184320266889,0.359612724757953,0.8138013697444966,0.2885664646549857,0.5304689968640631,0.5342682655378118,0.528070707185842,10284,1766,549,650,"(42394, 34)","(10599, 34)","(13249, 34)"
