experiment,model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,train_log_loss,validation_log_loss,test_log_loss
B_Preliminary,Logistic Regression,0.635,0.7856441995622311,0.23317073170731709,0.5979983319432861,0.33551708001871783,0.7918040621679893,0.25953668678106834,0.5567448315391941,0.5611964498999653,0.5568951478029994
